4103,0,2,1
4102,0,421,3
4101,0,487,8
4100,0,464,1
4099,1,0,2
4098,1,41,4
4097,1,269,8
4096,1,272,10
4095,1,397,5
4094,2,275,1
4093,2,398,3
4092,2,65,2
4091,2,337,6
4090,3,2,7
4089,3,346,1
4088,3,172,9
4087,3,192,10
4086,3,380,3
4085,4,2,7
4084,4,6,2
4083,4,282,2
4082,5,2,10
4081,5,268,6
4080,5,370,10
4079,5,209,2
4078,5,158,8
4077,6,205,6
4076,6,71,5
4075,6,46,2
4074,7,5,1
4073,7,8,1
4072,7,462,9
4071,8,12,9
4070,8,16,9
4069,8,462,10
4068,9,5,8
4067,9,103,5
4066,9,32,8
4065,9,238,6
4064,10,5,9
4063,10,14,8
4062,10,152,10
4061,10,375,5
4060,11,10,4
4059,11,19,2
4058,11,293,6
4057,11,406,9
4056,12,15,1
4055,12,348,6
4054,12,406,9
4053,12,19,3
4052,12,491,10
4051,13,10,1
4050,13,17,10
4049,13,158,1
4048,13,196,4
4047,14,23,2
4046,14,159,8
4045,14,45,10
4044,15,30,5
4043,15,18,4
4042,15,407,5
4041,15,482,9
4040,16,51,4
4039,16,127,2
4038,16,85,3
4037,16,297,8
4036,17,499,1
4035,17,256,3
4034,17,318,4
4033,17,50,1
4032,18,15,4
4031,18,209,6
4030,18,434,6
4029,18,170,4
4028,19,499,2
4027,19,416,1
4026,19,68,7
4025,19,175,10
4024,20,14,4
4023,20,21,10
4022,20,418,6
4021,20,103,4
4020,21,369,6
4019,21,389,1
4018,21,400,2
4017,21,30,2
4016,22,20,2
4015,22,25,4
4014,22,157,7
4013,22,482,4
4012,22,356,5
4011,23,51,1
4010,23,29,9
4009,23,72,1
4008,24,15,7
4007,24,143,5
4006,24,390,3
4005,24,167,7
4004,25,81,2
4003,25,313,10
4002,25,327,3
4001,26,22,10
4000,26,168,9
3999,26,322,3
3998,26,205,7
3997,27,16,10
3996,27,33,9
3995,27,37,2
3994,27,4,10
3993,28,27,3
3992,28,38,3
3991,28,163,8
3990,29,25,9
3989,29,409,2
3988,29,375,4
3987,30,47,2
3986,30,324,5
3985,30,285,1
3984,31,27,10
3983,31,35,9
3982,31,255,6
3981,31,292,10
3980,32,16,8
3979,32,108,8
3978,32,312,9
3977,32,152,8
3976,33,364,2
3975,33,102,6
3974,33,353,8
3973,33,36,5
3972,34,33,1
3971,34,294,2
3970,34,133,8
3969,34,246,7
3968,35,41,6
3967,35,266,9
3966,35,322,4
3965,35,415,3
3964,35,354,1
3963,36,31,10
3962,36,404,9
3961,36,236,3
3960,36,356,8
3959,37,50,8
3958,37,452,3
3957,37,109,6
3956,37,308,7
3955,37,285,8
3954,38,124,2
3953,38,378,4
3952,38,50,10
3951,39,34,3
3950,39,66,2
3949,39,494,2
3948,39,363,3
3947,40,26,3
3946,40,45,10
3945,40,270,8
3944,40,432,1
3943,41,52,10
3942,41,402,6
3941,41,46,5
3940,41,255,3
3939,41,406,2
3938,42,32,7
3937,42,46,10
3936,42,77,4
3935,42,82,7
3934,43,36,8
3933,43,124,2
3932,43,396,8
3931,43,234,1
3930,43,385,10
3929,44,40,8
3928,44,65,10
3927,44,272,2
3926,44,25,1
3925,45,55,10
3924,45,185,10
3923,45,204,6
3922,45,239,10
3921,45,397,6
3920,46,52,9
3919,46,87,3
3918,46,461,4
3917,46,224,3
3916,47,332,5
3915,47,359,7
3914,47,109,7
3913,47,405,10
3912,47,214,3
3911,48,41,1
3910,48,173,8
3909,48,224,5
3908,49,42,4
3907,49,184,4
3906,49,332,7
3905,49,379,4
3904,49,243,10
3903,50,89,4
3902,50,92,5
3901,50,354,3
3900,50,88,8
3899,51,37,1
3898,51,487,3
3897,51,234,2
3896,51,97,10
3895,52,74,9
3894,52,116,6
3893,52,194,8
3892,52,103,4
3891,52,221,6
3890,53,34,2
3889,53,67,10
3888,53,128,8
3887,53,181,6
3886,53,421,5
3885,54,30,2
3884,54,56,7
3883,54,284,9
3882,54,417,7
3881,54,133,5
3880,55,85,6
3879,55,86,1
3878,55,310,4
3877,55,212,1
3876,56,154,4
3875,56,440,8
3874,56,228,1
3873,56,246,5
3872,56,338,3
3871,57,49,7
3870,57,72,5
3869,57,103,1
3868,57,114,9
3867,58,52,4
3866,58,64,3
